_index,_id,_version,_score,_source.predecoder.hostname,_source.predecoder.program_name,_source.predecoder.timestamp,_source.agent.ip,_source.agent.name,_source.agent.id,_source.manager.name,_source.data.uid,_source.data.dstuser,_source.rule.mail,_source.rule.level,_source.rule.pci_dss,_source.rule.hipaa,_source.rule.tsc,_source.rule.description,_source.rule.groups,_source.rule.nist_800_53,_source.rule.gdpr,_source.rule.firedtimes,_source.rule.mitre.technique,_source.rule.mitre.id,_source.rule.mitre.tactic,_source.rule.id,_source.rule.gpg13,_source.decoder.parent,_source.decoder.name,_source.full_log,_source.input.type,_source.@timestamp,_source.location,_source.id,_source.timestamp,_source.data.srcip,_source.data.srcport,_source.syscheck.uname_after,_source.syscheck.mtime_after,_source.syscheck.size_after,_source.syscheck.gid_after,_source.syscheck.mode,_source.syscheck.path,_source.syscheck.sha1_after,_source.syscheck.gname_after,_source.syscheck.uid_after,_source.syscheck.perm_after,_source.syscheck.event,_source.syscheck.md5_after,_source.syscheck.sha256_after,_source.syscheck.inode_after,_source.data.srcuser,_source.data.tty,_source.data.pwd,_source.data.command,_source.decoder.ftscomment,_source.syscheck.size_before,_source.syscheck.md5_before,_source.syscheck.sha256_before,_source.syscheck.changed_attributes,_source.syscheck.sha1_before,_source.syscheck.mtime_before,_source.data.extra_data,_source.data.status,_source.data.file,_source.data.title,_source.data.euid,_source.data.logname,_source.data.audit.pid,_source.data.audit.id,_source.data.audit.type,_source.data.audit.command
wazuh-alerts-4.x-2023.10.20,sMBuTosBpjjGT_ibdtjD,1,1, , , ,192.168.40.131,machine-2,002,ubuntu, , ,false,7,"[""11.5""]","[""164.312.c.1"",""164.312.c.2""]","[""PI1.4"",""PI1.5"",""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",Integrity checksum changed.,"[""ossec"",""syscheck"",""syscheck_entry_modified"",""syscheck_file""]","[""SI.7""]","[""II_5.1.f""]",6,"[""Stored Data Manipulation""]","[""T1565.001""]","[""Impact""]",550,"[""4.11""]", ,syscheck_integrity_changed,"File '/tmp/0bff46518b35ddfe37f4a7820286aab829d81f1480d9eeca5aaedc9ceda6724f.7z' modified
Mode: realtime
Changed attributes: size,md5,sha1,sha256
Size changed from '74587' to '94668'
Old md5sum was: '2d26b2e0f8069ddbcec18a86545549f6'
New md5sum is : 'ac1c5ed9e48ad565aa975c63826ad1b1'
Old sha1sum was: 'b9d66d55e0d2aa79255d864f17ec5b7c27d5f8a2'
New sha1sum is : '32cfaead2021acdd0b5e444b924587d63f551c70'
Old sha256sum was: '092c3ec61d8c8813ba5c9225b27029ca1d8ded0bba16005c04ec1822a0f32a7e'
New sha256sum is : 'a15abda0a17fe2b0d7c9febdd9af80e78372e10e952d84dd547476b2586ba8c1'
",log,"Oct 20, 2023 @ 18:52:22.617",syscheck,1697827942.8730828,"Oct 20, 2023 @ 18:52:22.617", , ,root,2023-10-20T18:52:24,94668,0,realtime,/tmp/0bff46518b35ddfe37f4a7820286aab829d81f1480d9eeca5aaedc9ceda6724f.7z,32cfaead2021acdd0b5e444b924587d63f551c70,root,0,rw-r--r--,modified,ac1c5ed9e48ad565aa975c63826ad1b1,a15abda0a17fe2b0d7c9febdd9af80e78372e10e952d84dd547476b2586ba8c1,547124, , , , , ,74587,2d26b2e0f8069ddbcec18a86545549f6,092c3ec61d8c8813ba5c9225b27029ca1d8ded0bba16005c04ec1822a0f32a7e,"[""size"",""md5"",""sha1"",""sha256""]",b9d66d55e0d2aa79255d864f17ec5b7c27d5f8a2, , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.20,ssBuTosBpjjGT_ibdtjD,1,1, , , ,192.168.40.131,machine-2,002,ubuntu, , ,false,7,"[""11.5""]","[""164.312.c.1"",""164.312.c.2""]","[""PI1.4"",""PI1.5"",""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",Integrity checksum changed.,"[""ossec"",""syscheck"",""syscheck_entry_modified"",""syscheck_file""]","[""SI.7""]","[""II_5.1.f""]",8,"[""Stored Data Manipulation""]","[""T1565.001""]","[""Impact""]",550,"[""4.11""]", ,syscheck_integrity_changed,"File '/tmp/0bff46518b35ddfe37f4a7820286aab829d81f1480d9eeca5aaedc9ceda6724f.7z' modified
Mode: realtime
Changed attributes: size,md5,sha1,sha256
Size changed from '127436' to '152810'
Old md5sum was: '98ce7421c6c5700d7115809149087ed9'
New md5sum is : 'd59a2b949f83b6a90c5259b21eef2015'
Old sha1sum was: 'ce38e3c9aaf5f0ce99171e90c3b5dba4eee6692b'
New sha1sum is : '7529a82c88339e681909225cc1f4b393926724d7'
Old sha256sum was: 'd434bda14c539032bbc0fc574b1ae60c9ec61adc2994f976b5f49cc64ec4e391'
New sha256sum is : '0b13f9f2be715420af6c04a0c0f48a330383e5147315a73cf252638a18d78663'
",log,"Oct 20, 2023 @ 18:52:22.674",syscheck,1697827942.8732865,"Oct 20, 2023 @ 18:52:22.674", , ,root,2023-10-20T18:52:24,152810,0,realtime,/tmp/0bff46518b35ddfe37f4a7820286aab829d81f1480d9eeca5aaedc9ceda6724f.7z,7529a82c88339e681909225cc1f4b393926724d7,root,0,rw-r--r--,modified,d59a2b949f83b6a90c5259b21eef2015,0b13f9f2be715420af6c04a0c0f48a330383e5147315a73cf252638a18d78663,547124, , , , , ,127436,98ce7421c6c5700d7115809149087ed9,d434bda14c539032bbc0fc574b1ae60c9ec61adc2994f976b5f49cc64ec4e391,"[""size"",""md5"",""sha1"",""sha256""]",ce38e3c9aaf5f0ce99171e90c3b5dba4eee6692b, , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.20,tMBuTosBpjjGT_ibdtjD,1,1, , , ,192.168.40.131,machine-2,002,ubuntu, , ,false,7,"[""11.5""]","[""164.312.c.1"",""164.312.c.2""]","[""PI1.4"",""PI1.5"",""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",Integrity checksum changed.,"[""ossec"",""syscheck"",""syscheck_entry_modified"",""syscheck_file""]","[""SI.7""]","[""II_5.1.f""]",10,"[""Stored Data Manipulation""]","[""T1565.001""]","[""Impact""]",550,"[""4.11""]", ,syscheck_integrity_changed,"File '/tmp/0bff46518b35ddfe37f4a7820286aab829d81f1480d9eeca5aaedc9ceda6724f.7z' modified
Mode: realtime
Changed attributes: size,md5,sha1,sha256
Size changed from '192972' to '205659'
Old md5sum was: '7fa6fbfe31d71794902596e539f35882'
New md5sum is : '0bdb925a7c84984ef4daa4988310c676'
Old sha1sum was: '1da04188bb5bb0832d97085e0fe67894652cf9f0'
New sha1sum is : '312c6755757884cf44a2274f1040df9f26b404b7'
Old sha256sum was: 'c32b99926b612c32ce309e6fcb81a1a9a7fa24b33891a5863adb4d84ed856ec2'
New sha256sum is : 'd222f6dc9c8c47d3d4677589fe5fbe484745cc1a7c924343e9e897c35f5302d7'
",log,"Oct 20, 2023 @ 18:52:22.776",syscheck,1697827942.8735315,"Oct 20, 2023 @ 18:52:22.776", , ,root,2023-10-20T18:52:24,205659,0,realtime,/tmp/0bff46518b35ddfe37f4a7820286aab829d81f1480d9eeca5aaedc9ceda6724f.7z,312c6755757884cf44a2274f1040df9f26b404b7,root,0,rw-r--r--,modified,0bdb925a7c84984ef4daa4988310c676,d222f6dc9c8c47d3d4677589fe5fbe484745cc1a7c924343e9e897c35f5302d7,547124, , , , , ,192972,7fa6fbfe31d71794902596e539f35882,c32b99926b612c32ce309e6fcb81a1a9a7fa24b33891a5863adb4d84ed856ec2,"[""size"",""md5"",""sha1"",""sha256""]",1da04188bb5bb0832d97085e0fe67894652cf9f0, , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.20,uMBuTosBpjjGT_ibdtjD,1,1, , , ,192.168.40.131,machine-2,002,ubuntu, , ,false,7,"[""11.5""]","[""164.312.c.1"",""164.312.c.2""]","[""PI1.4"",""PI1.5"",""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",Integrity checksum changed.,"[""ossec"",""syscheck"",""syscheck_entry_modified"",""syscheck_file""]","[""SI.7""]","[""II_5.1.f""]",14,"[""Stored Data Manipulation""]","[""T1565.001""]","[""Impact""]",550,"[""4.11""]", ,syscheck_integrity_changed,"File '/tmp/0bff46518b35ddfe37f4a7820286aab829d81f1480d9eeca5aaedc9ceda6724f.7z' modified
Mode: realtime
Changed attributes: size,md5,sha1,sha256
Size changed from '225740' to '242124'
Old md5sum was: '8efd45114c998dc685534242a9e303ea'
New md5sum is : '2af5fa751d31abd772dc07887444289e'
Old sha1sum was: 'b1a09d45e7103cd8879db496e7ef382d836cece9'
New sha1sum is : '3b7f35af7e78646bb305106b6902e6ead61a3599'
Old sha256sum was: '937fd342992a266834c7f12b106b2e5aefee7d34eb1e555afd648a34087d6724'
New sha256sum is : 'd748dc84982606c5e121f6db9a98a5eceb5a2db8c7e837da6b151a6ffc068a7d'
",log,"Oct 20, 2023 @ 18:52:22.908",syscheck,1697827942.8740215,"Oct 20, 2023 @ 18:52:22.908", , ,root,2023-10-20T18:52:24,242124,0,realtime,/tmp/0bff46518b35ddfe37f4a7820286aab829d81f1480d9eeca5aaedc9ceda6724f.7z,3b7f35af7e78646bb305106b6902e6ead61a3599,root,0,rw-r--r--,modified,2af5fa751d31abd772dc07887444289e,d748dc84982606c5e121f6db9a98a5eceb5a2db8c7e837da6b151a6ffc068a7d,547124, , , , , ,225740,8efd45114c998dc685534242a9e303ea,937fd342992a266834c7f12b106b2e5aefee7d34eb1e555afd648a34087d6724,"[""size"",""md5"",""sha1"",""sha256""]",b1a09d45e7103cd8879db496e7ef382d836cece9, , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.20,ucBuTosBpjjGT_ibdtjD,1,1, , , ,192.168.40.131,machine-2,002,ubuntu, , ,false,7,"[""11.5""]","[""164.312.c.1"",""164.312.c.2""]","[""PI1.4"",""PI1.5"",""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",Integrity checksum changed.,"[""ossec"",""syscheck"",""syscheck_entry_modified"",""syscheck_file""]","[""SI.7""]","[""II_5.1.f""]",15,"[""Stored Data Manipulation""]","[""T1565.001""]","[""Impact""]",550,"[""4.11""]", ,syscheck_integrity_changed,"File '/tmp/0bff46518b35ddfe37f4a7820286aab829d81f1480d9eeca5aaedc9ceda6724f.7z' modified
Mode: realtime
Changed attributes: size,md5,sha1,sha256
Size changed from '242124' to '258508'
Old md5sum was: '2af5fa751d31abd772dc07887444289e'
New md5sum is : 'a416820af3143c32996f32f46afb5682'
Old sha1sum was: '3b7f35af7e78646bb305106b6902e6ead61a3599'
New sha1sum is : '83d376d82b47c796bece044a774421c4c8513f66'
Old sha256sum was: 'd748dc84982606c5e121f6db9a98a5eceb5a2db8c7e837da6b151a6ffc068a7d'
New sha256sum is : '98f79b012152652a8111dd4f3848a66cd9ce4b69bd90207f526b8e896bf1ea4c'
",log,"Oct 20, 2023 @ 18:52:22.943",syscheck,1697827942.8741440,"Oct 20, 2023 @ 18:52:22.943", , ,root,2023-10-20T18:52:24,258508,0,realtime,/tmp/0bff46518b35ddfe37f4a7820286aab829d81f1480d9eeca5aaedc9ceda6724f.7z,83d376d82b47c796bece044a774421c4c8513f66,root,0,rw-r--r--,modified,a416820af3143c32996f32f46afb5682,98f79b012152652a8111dd4f3848a66cd9ce4b69bd90207f526b8e896bf1ea4c,547124, , , , , ,242124,2af5fa751d31abd772dc07887444289e,d748dc84982606c5e121f6db9a98a5eceb5a2db8c7e837da6b151a6ffc068a7d,"[""size"",""md5"",""sha1"",""sha256""]",3b7f35af7e78646bb305106b6902e6ead61a3599, , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.20,usBuTosBpjjGT_ibdtjD,1,1, , , ,192.168.40.131,machine-2,002,ubuntu, , ,false,7,"[""11.5""]","[""164.312.c.1"",""164.312.c.2""]","[""PI1.4"",""PI1.5"",""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",Integrity checksum changed.,"[""ossec"",""syscheck"",""syscheck_entry_modified"",""syscheck_file""]","[""SI.7""]","[""II_5.1.f""]",16,"[""Stored Data Manipulation""]","[""T1565.001""]","[""Impact""]",550,"[""4.11""]", ,syscheck_integrity_changed,"File '/tmp/0bff46518b35ddfe37f4a7820286aab829d81f1480d9eeca5aaedc9ceda6724f.7z' modified
Mode: realtime
Changed attributes: size,md5,sha1,sha256
Size changed from '258508' to '274892'
Old md5sum was: 'a416820af3143c32996f32f46afb5682'
New md5sum is : '1865db3163f0af7bc6b1b1151cd873b4'
Old sha1sum was: '83d376d82b47c796bece044a774421c4c8513f66'
New sha1sum is : '3329e25d3319ef4e2516891fa2442b2a162dc090'
Old sha256sum was: '98f79b012152652a8111dd4f3848a66cd9ce4b69bd90207f526b8e896bf1ea4c'
New sha256sum is : '41948866a73bcf2804429774693704078dc914ffdbb41c9cd446b8e9b18bbb7d'
",log,"Oct 20, 2023 @ 18:52:22.975",syscheck,1697827942.8742665,"Oct 20, 2023 @ 18:52:22.975", , ,root,2023-10-20T18:52:24,274892,0,realtime,/tmp/0bff46518b35ddfe37f4a7820286aab829d81f1480d9eeca5aaedc9ceda6724f.7z,3329e25d3319ef4e2516891fa2442b2a162dc090,root,0,rw-r--r--,modified,1865db3163f0af7bc6b1b1151cd873b4,41948866a73bcf2804429774693704078dc914ffdbb41c9cd446b8e9b18bbb7d,547124, , , , , ,258508,a416820af3143c32996f32f46afb5682,98f79b012152652a8111dd4f3848a66cd9ce4b69bd90207f526b8e896bf1ea4c,"[""size"",""md5"",""sha1"",""sha256""]",83d376d82b47c796bece044a774421c4c8513f66, , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.20,vMBuTosBpjjGT_ibeti3,1,1, , , ,192.168.40.131,machine-2,002,ubuntu, , ,false,7,"[""11.5""]","[""164.312.c.1"",""164.312.c.2""]","[""PI1.4"",""PI1.5"",""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",Integrity checksum changed.,"[""ossec"",""syscheck"",""syscheck_entry_modified"",""syscheck_file""]","[""SI.7""]","[""II_5.1.f""]",18,"[""Stored Data Manipulation""]","[""T1565.001""]","[""Impact""]",550,"[""4.11""]", ,syscheck_integrity_changed,"File '/tmp/0bff46518b35ddfe37f4a7820286aab829d81f1480d9eeca5aaedc9ceda6724f.7z' modified
Mode: realtime
Changed attributes: size,md5,sha1,sha256
Size changed from '291276' to '307660'
Old md5sum was: '34912e51f71eccb56bedf9a26f8f5174'
New md5sum is : '22d4a8dde92d0e72d56f26641e33e278'
Old sha1sum was: '0e0e639e7ed34e33c756ed685941ed472f8a1b1e'
New sha1sum is : '2e01f8eb75bb46701aeab42e969b30e29d4042f4'
Old sha256sum was: '86859a0ffe56369c1bf8dd04eacaeb5d0928db5f1837669b50068112bf267c93'
New sha256sum is : 'c2a03606a204e2066cecd264b3c69c909b94af8bef4ede9b421838c381b3363b'
",log,"Oct 20, 2023 @ 18:52:23.044",syscheck,1697827943.8745185,"Oct 20, 2023 @ 18:52:23.044", , ,root,2023-10-20T18:52:25,307660,0,realtime,/tmp/0bff46518b35ddfe37f4a7820286aab829d81f1480d9eeca5aaedc9ceda6724f.7z,2e01f8eb75bb46701aeab42e969b30e29d4042f4,root,0,rw-r--r--,modified,22d4a8dde92d0e72d56f26641e33e278,c2a03606a204e2066cecd264b3c69c909b94af8bef4ede9b421838c381b3363b,547124, , , , , ,291276,34912e51f71eccb56bedf9a26f8f5174,86859a0ffe56369c1bf8dd04eacaeb5d0928db5f1837669b50068112bf267c93,"[""size"",""md5"",""sha1"",""sha256""]",0e0e639e7ed34e33c756ed685941ed472f8a1b1e, , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.20,vcBuTosBpjjGT_ibeti3,1,1, , , ,192.168.40.131,machine-2,002,ubuntu, , ,false,7,"[""11.5""]","[""164.312.c.1"",""164.312.c.2""]","[""PI1.4"",""PI1.5"",""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",Integrity checksum changed.,"[""ossec"",""syscheck"",""syscheck_entry_modified"",""syscheck_file""]","[""SI.7""]","[""II_5.1.f""]",19,"[""Stored Data Manipulation""]","[""T1565.001""]","[""Impact""]",550,"[""4.11""]", ,syscheck_integrity_changed,"File '/tmp/0bff46518b35ddfe37f4a7820286aab829d81f1480d9eeca5aaedc9ceda6724f.7z' modified
Mode: realtime
Changed attributes: size,md5,sha1,sha256
Size changed from '307660' to '324044'
Old md5sum was: '22d4a8dde92d0e72d56f26641e33e278'
New md5sum is : '0a80065d0abe1eaaf2d508bfc94e3f8c'
Old sha1sum was: '2e01f8eb75bb46701aeab42e969b30e29d4042f4'
New sha1sum is : 'd31d14ade5b0378775183c3c89a3669710838127'
Old sha256sum was: 'c2a03606a204e2066cecd264b3c69c909b94af8bef4ede9b421838c381b3363b'
New sha256sum is : 'b44b29159ed98a7bedfa33553a1ca1deb42d129bf374b182ad42a195dcda27e3'
",log,"Oct 20, 2023 @ 18:52:23.078",syscheck,1697827943.8746410,"Oct 20, 2023 @ 18:52:23.078", , ,root,2023-10-20T18:52:25,324044,0,realtime,/tmp/0bff46518b35ddfe37f4a7820286aab829d81f1480d9eeca5aaedc9ceda6724f.7z,d31d14ade5b0378775183c3c89a3669710838127,root,0,rw-r--r--,modified,0a80065d0abe1eaaf2d508bfc94e3f8c,b44b29159ed98a7bedfa33553a1ca1deb42d129bf374b182ad42a195dcda27e3,547124, , , , , ,307660,22d4a8dde92d0e72d56f26641e33e278,c2a03606a204e2066cecd264b3c69c909b94af8bef4ede9b421838c381b3363b,"[""size"",""md5"",""sha1"",""sha256""]",2e01f8eb75bb46701aeab42e969b30e29d4042f4, , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.20,w8BuTosBpjjGT_ibeti3,1,1, , , ,192.168.40.131,machine-2,002,ubuntu, , ,false,7,"[""11.5""]","[""164.312.c.1"",""164.312.c.2""]","[""PI1.4"",""PI1.5"",""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",Integrity checksum changed.,"[""ossec"",""syscheck"",""syscheck_entry_modified"",""syscheck_file""]","[""SI.7""]","[""II_5.1.f""]",25,"[""Stored Data Manipulation""]","[""T1565.001""]","[""Impact""]",550,"[""4.11""]", ,syscheck_integrity_changed,"File '/tmp/0bff46518b35ddfe37f4a7820286aab829d81f1480d9eeca5aaedc9ceda6724f.7z' modified
Mode: realtime
Changed attributes: size,md5,sha1,sha256
Size changed from '405964' to '422348'
Old md5sum was: 'f1f26f35f5fb0b7f61e2df09bf1281f6'
New md5sum is : 'a4d29d5c1c94cea07ae7541e58fff459'
Old sha1sum was: '34b492157debf6fb6d76d8eafd3a3b1f6742c8e2'
New sha1sum is : '2bb971311c9f8abd8d802f8eb8a6f06db1fd7896'
Old sha256sum was: '4103785a7da2a4eb237b3dca8c4ee6e56dd6d0986828dfa8a2c6fdfe927723ba'
New sha256sum is : '943170d0a4f5a7908adac6cfb869f662e872770ab5d635f60ed0090f591ed048'
",log,"Oct 20, 2023 @ 18:52:23.298",syscheck,1697827943.8753760,"Oct 20, 2023 @ 18:52:23.298", , ,root,2023-10-20T18:52:25,422348,0,realtime,/tmp/0bff46518b35ddfe37f4a7820286aab829d81f1480d9eeca5aaedc9ceda6724f.7z,2bb971311c9f8abd8d802f8eb8a6f06db1fd7896,root,0,rw-r--r--,modified,a4d29d5c1c94cea07ae7541e58fff459,943170d0a4f5a7908adac6cfb869f662e872770ab5d635f60ed0090f591ed048,547124, , , , , ,405964,f1f26f35f5fb0b7f61e2df09bf1281f6,4103785a7da2a4eb237b3dca8c4ee6e56dd6d0986828dfa8a2c6fdfe927723ba,"[""size"",""md5"",""sha1"",""sha256""]",34b492157debf6fb6d76d8eafd3a3b1f6742c8e2, , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.20,xsBuTosBpjjGT_ibeti3,1,1, , , ,192.168.40.131,machine-2,002,ubuntu, , ,false,7,"[""11.5""]","[""164.312.c.1"",""164.312.c.2""]","[""PI1.4"",""PI1.5"",""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",Integrity checksum changed.,"[""ossec"",""syscheck"",""syscheck_entry_modified"",""syscheck_file""]","[""SI.7""]","[""II_5.1.f""]",28,"[""Stored Data Manipulation""]","[""T1565.001""]","[""Impact""]",550,"[""4.11""]", ,syscheck_integrity_changed,"File '/tmp/0bff46518b35ddfe37f4a7820286aab829d81f1480d9eeca5aaedc9ceda6724f.7z' modified
Mode: realtime
Changed attributes: size,md5,sha1,sha256
Size changed from '455116' to '471500'
Old md5sum was: '53b5673986ff4c5e2f2e69b8229e2b93'
New md5sum is : '95175574ff30290d07c194f7ded20457'
Old sha1sum was: 'f760d2a8023f4fc96894b042de75bd287529333c'
New sha1sum is : 'd00fa9043cab77a8cba06c7a5a712c6f184a5558'
Old sha256sum was: '1d35c6f4df264e460611f85d9dcaf118aaa48c05848ee6a9ee323da683f1c7c4'
New sha256sum is : '5b5d35e8ae9bc3bd59bb8aff75684c5953c584166a0c71bafc97afc6fbadf825'
",log,"Oct 20, 2023 @ 18:52:23.390",syscheck,1697827943.8757435,"Oct 20, 2023 @ 18:52:23.390", , ,root,2023-10-20T18:52:25,471500,0,realtime,/tmp/0bff46518b35ddfe37f4a7820286aab829d81f1480d9eeca5aaedc9ceda6724f.7z,d00fa9043cab77a8cba06c7a5a712c6f184a5558,root,0,rw-r--r--,modified,95175574ff30290d07c194f7ded20457,5b5d35e8ae9bc3bd59bb8aff75684c5953c584166a0c71bafc97afc6fbadf825,547124, , , , , ,455116,53b5673986ff4c5e2f2e69b8229e2b93,1d35c6f4df264e460611f85d9dcaf118aaa48c05848ee6a9ee323da683f1c7c4,"[""size"",""md5"",""sha1"",""sha256""]",f760d2a8023f4fc96894b042de75bd287529333c, , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.20,ysBuTosBpjjGT_ibeti3,1,1, , , ,192.168.40.131,machine-2,002,ubuntu, , ,false,7,"[""11.5""]","[""164.312.c.1"",""164.312.c.2""]","[""PI1.4"",""PI1.5"",""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",Integrity checksum changed.,"[""ossec"",""syscheck"",""syscheck_entry_modified"",""syscheck_file""]","[""SI.7""]","[""II_5.1.f""]",32,"[""Stored Data Manipulation""]","[""T1565.001""]","[""Impact""]",550,"[""4.11""]", ,syscheck_integrity_changed,"File '/tmp/0bff46518b35ddfe37f4a7820286aab829d81f1480d9eeca5aaedc9ceda6724f.7z' modified
Mode: realtime
Changed attributes: size,mtime,md5,sha1,sha256
Size changed from '520652' to '540938'
Old modification time was: '1697827945', now it is '1692081969'
Old md5sum was: 'd66a593ae659df9ef9f145f6c1d0b7af'
New md5sum is : '33d8d15487ed6c4d1e76cac98818024a'
Old sha1sum was: '6c89621428f01737c4230f4ffe44300b22fbee68'
New sha1sum is : '16f26a3f7c91047d10b9dba681fc1f0b380bcaa0'
Old sha256sum was: 'a95210d647421713e0d8c98c64c0e9088aeebcbf6d20adc4d101aa4612f9e01b'
New sha256sum is : '75bb1240f2299fb171498c83ccd4d1519fb611746aecf678f16b6f74a1e1c86c'
",log,"Oct 20, 2023 @ 18:52:23.546",syscheck,1697827943.8762335,"Oct 20, 2023 @ 18:52:23.546", , ,root,2023-08-15T06:46:09,540938,0,realtime,/tmp/0bff46518b35ddfe37f4a7820286aab829d81f1480d9eeca5aaedc9ceda6724f.7z,16f26a3f7c91047d10b9dba681fc1f0b380bcaa0,root,0,rw-r--r--,modified,33d8d15487ed6c4d1e76cac98818024a,75bb1240f2299fb171498c83ccd4d1519fb611746aecf678f16b6f74a1e1c86c,547124, , , , , ,520652,d66a593ae659df9ef9f145f6c1d0b7af,a95210d647421713e0d8c98c64c0e9088aeebcbf6d20adc4d101aa4612f9e01b,"[""size"",""mtime"",""md5"",""sha1"",""sha256""]",6c89621428f01737c4230f4ffe44300b22fbee68,2023-10-20T18:52:25, , , , , , , , , , 
wazuh-alerts-4.x-2023.10.20,X8F1TosBpjjGT_ib_HVn,1,1,sohaib-virtual-machine,kernel,Oct 21 00:00:31,192.168.40.131,machine-2,002,ubuntu, , ,false,3, , , ,Apparmor DENIED,"[""local"",""syslog"",""apparmor""]", , ,2, , , ,52002, ,kernel,kernel,"Oct 21 00:00:31 sohaib-virtual-machine kernel: [ 4689.307963] audit: type=1400 audit(1697828431.010:79): apparmor=""DENIED"" operation=""capable"" class=""cap"" profile=""/usr/sbin/cupsd"" pid=5189 comm=""cupsd"" capability=12  capname=""net_admin""",log,"Oct 20, 2023 @ 19:00:31.001",/var/log/kern.log,1697828431.8765646,"Oct 20, 2023 @ 19:00:31.001", , , , , , , , , , , , , , , , , , , , , , , , , , , ,capable,DENIED, , , , , , , , 
wazuh-alerts-4.x-2023.10.20,YcF2TosBpjjGT_ibbnXJ,1,1, , , ,192.168.40.130,machine-1,001,ubuntu, , ,false,3,"[""10.5.2"",""10.5.5""]","[""164.312.b""]","[""CC6.1"",""CC7.2"",""CC7.3"",""PI1.4"",""PI1.5"",""CC7.1"",""CC8.1""]",Log file rotated.,"[""ossec""]","[""AU.9""]","[""II_5.1.f"",""IV_35.7.d""]",1, , , ,591,"[""10.1""]", ,ossec,ossec: File rotated (inode changed): '/var/log/apache2/access.log'.,log,"Oct 20, 2023 @ 19:00:57.606",logcollector,1697828457.8766553,"Oct 20, 2023 @ 19:00:57.606", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.22,NdwgV4sBymTONJJolYic,1,1, , , , ,ubuntu,000,ubuntu, , ,false,7,"[""10.6.1""]", , ,Host-based anomaly detection event (rootcheck).,"[""ossec"",""rootcheck""]", ,"[""IV_35.7.d""]",1, , , ,510, , ,rootcheck,Trojaned version of file '/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,log,"Oct 22, 2023 @ 11:22:13.895",rootcheck,1697973733.994,"Oct 22, 2023 @ 11:22:13.895", , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,/bin/diff,Trojaned version of file detected., , , , , , 
wazuh-alerts-4.x-2023.10.22,N9wgV4sBymTONJJologN,1,1, , , , ,ubuntu,000,ubuntu, , ,false,3,"[""10.6.1""]","[""164.312.b""]","[""CC7.2"",""CC7.3""]",Wazuh server started.,"[""ossec""]","[""AU.6""]","[""IV_35.7.d""]",1, , , ,502,"[""10.1""]", ,ossec,ossec: Manager started.,log,"Oct 22, 2023 @ 11:22:21.706",wazuh-monitord,1697973741.1747,"Oct 22, 2023 @ 11:22:21.706", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.22,ALEyV4sBvnhsX403cDBN,1,1, , , , ,ubuntu,000,ubuntu, , ,false,7,"[""10.6.1""]", , ,Host-based anomaly detection event (rootcheck).,"[""ossec"",""rootcheck""]", ,"[""IV_35.7.d""]",2, , , ,510, , ,rootcheck,Trojaned version of file '/usr/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,log,"Oct 22, 2023 @ 11:38:04.057",rootcheck,1697974684.2365,"Oct 22, 2023 @ 11:38:04.057", , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,/usr/bin/diff,Trojaned version of file detected., , , , , , 
